drug_name,adr_term,archetype,true_signal,demographic_minority_flag,T_confirmation,feature_extraction_date,years_since_approval,days_to_signal,notoriety_flag,stimulated_reporting_flag,ground_truth_confidence,temporal_cohort,S1,S2_raw,S2_corrected,S3,S4,S5,S6,S7,weber_factor,prr_raw,S1_score,S2_score,S3_score,S4_score,S5_score,S6_score,S7_score,prr_score,composite_probability,hdi_lower,hdi_upper,hdi_width,dci,uncertainty_flag
Quetiapine,Sudden Death (Low Dose),negative,0,1,,2013-09-21,5.546,9999,0,0,0.8,unknown,55.21,78.73,78.73,68.34,26.72,14.35,30.22,35.62,1.0,1.843,0.5521,0.7873,0.6834,0.2672,0.1435,0.30219999999999997,0.35619999999999996,0.2657441937334563,0.2177,0.0969,0.4191,0.3222,0.5646,True
Hydroxychloroquine,Retinopathy Minor,negative,0,0,,2011-08-23,4.598,9999,0,0,0.8,unknown,46.35,93.19,93.19,37.17,22.42,1.67,4.58,36.64,1.0,3.057,0.4635,0.9319,0.37170000000000003,0.2242,0.0167,0.0458,0.3664,0.35618155916389294,0.0173,0.0072,0.0408,0.0336,0.9654,False
Celecoxib,Colorectal Cancer,negative,0,1,,2012-02-12,13.191,9999,0,0,0.8,unknown,15.17,4.4,4.4,12.96,23.75,11.37,22.28,46.02,1.0,3.722,0.1517,0.044000000000000004,0.12960000000000002,0.2375,0.1137,0.2228,0.46020000000000005,0.39478669291542146,0.0101,0.0048,0.021,0.0161,0.9798,False
Calcium Antagonists,Suicide,negative,0,0,,2013-07-19,12.783,9999,0,0,0.8,unknown,18.25,36.77,36.77,50.3,56.68,23.77,55.06,31.49,1.0,3.039,0.1825,0.3677,0.503,0.5668,0.2377,0.5506,0.31489999999999996,0.35505062202211707,0.1633,0.0769,0.3139,0.237,0.6733,False
Dronedarone,Hepatotoxicity,masked_signal,1,0,2011-01-15,2010-07-18,2.021,402,0,0,0.8,2010-2015,80.44,53.99,53.99,65.98,62.23,54.63,60.0,61.37,1.0,9.075,0.8044,0.5399,0.6598,0.6223,0.5463,0.6,0.6137,0.5875278620207096,0.9959,0.9862,0.9988,0.0126,0.9919,False
Bromfenac,Hepatotoxicity,silent_killer,1,0,1998-06-15,1997-12-16,6.039,342,0,0,1.0,2000-2005,80.41,47.16,47.16,43.54,100.0,92.58,85.0,52.89,1.0,15.153,0.8040999999999999,0.47159999999999996,0.4354,1.0,0.9258,0.85,0.5289,0.7075862591098491,0.9992,0.9968,0.9998,0.003,0.9983,False
Nefazodone,Hepatotoxicity,standard,1,1,2003-01-15,2002-07-18,5.001,1056,0,0,1.0,2000-2005,90.09,57.08,57.08,62.01,65.72,63.71,60.0,59.41,1.0,23.62,0.9009,0.5708,0.6201,0.6572,0.6371,0.6,0.5941,0.8147764982488785,0.9971,0.9899,0.9992,0.0093,0.9942,False
Losartan,Alzheimer Disease,negative,0,0,,2013-08-18,13.805,9999,0,0,0.8,unknown,8.96,31.96,31.96,11.93,36.78,17.67,38.3,32.92,1.0,2.282,0.08960000000000001,0.3196,0.1193,0.3678,0.17670000000000002,0.38299999999999995,0.3292,0.3022649282248132,0.0096,0.0047,0.0193,0.0146,0.9808,False
Aprotinin,Renal Failure,standard,1,0,2007-11-15,2007-05-18,4.121,49,1,0,1.0,2005-2010,75.18,85.21,85.21,100.0,91.31,6.88,100.0,71.68,1.0,19.244,0.7518,0.8521,1.0,0.9131,0.0688,1.0,0.7168000000000001,0.7650030124219201,0.9999,0.9995,1.0,0.0005,0.9998,False
Ranolazine,QT Prolongation,masked_signal,1,0,2006-01-15,2005-07-18,1.624,151,1,0,0.8,2005-2010,59.82,58.51,58.51,35.36,33.28,63.51,100.0,48.39,0.5560307607862199,6.53,0.5982,0.5851,0.35359999999999997,0.3328,0.6351,1.0,0.4839,0.5134752225553116,0.9783,0.9231,0.9942,0.0711,0.9567,False
Venlafaxine,Suicidality Adults Low-risk,negative,0,0,,2014-01-11,10.168,9999,0,0,0.8,unknown,13.9,8.34,8.34,29.01,46.66,23.14,59.54,35.0,1.0,0.917,0.139,0.0834,0.2901,0.46659999999999996,0.2314,0.5954,0.35,0.1655112725872843,0.0752,0.0354,0.1524,0.1169,0.8497,False
Antipsychotics,Stroke Long-term,negative,0,0,,2013-09-19,10.656,9999,0,0,0.8,unknown,20.44,80.83,80.83,14.14,39.05,26.23,50.35,40.64,1.0,3.461,0.20440000000000003,0.8083,0.1414,0.39049999999999996,0.2623,0.5035000000000001,0.4064,0.38032534904402604,0.1231,0.0543,0.2553,0.201,0.7539,False
Ibuprofen,Myocardial Infarction Chronic,negative,0,0,,2010-10-24,5.145,9999,0,0,0.8,unknown,0.0,66.91,66.91,21.81,33.94,35.37,45.16,37.71,1.0,3.589,0.0,0.6690999999999999,0.2181,0.3394,0.35369999999999996,0.45159999999999995,0.3771,0.3875202711766658,0.0534,0.0238,0.1155,0.0916,0.8931,False
Oral Contraceptives,Multiple Sclerosis,negative,0,0,,2011-02-11,6.074,9999,0,0,0.8,unknown,17.29,83.48,83.48,3.81,24.99,18.31,28.62,36.19,1.0,3.353,0.1729,0.8348,0.0381,0.24989999999999998,0.18309999999999998,0.2862,0.3619,0.37409219023556023,0.0109,0.0049,0.0243,0.0194,0.9781,False
Celecoxib,Colorectal Cancer,negative,0,1,,2011-02-07,12.585,9999,0,0,0.8,unknown,0.96,45.99,45.99,11.82,49.38,0.56,0.0,42.05,1.0,2.275,0.0096,0.45990000000000003,0.1182,0.4938,0.005600000000000001,0.0,0.4205,0.30172189204260985,0.0034,0.0016,0.0073,0.0057,0.9932,False
Methotrexate,Cardiac Events in RA,negative,0,0,,2011-11-19,9.726,9999,0,0,0.8,unknown,33.84,24.95,24.95,6.38,62.98,31.31,23.14,32.22,1.0,3.181,0.33840000000000003,0.2495,0.0638,0.6297999999999999,0.3131,0.2314,0.3222,0.3638387319285094,0.0215,0.0101,0.0453,0.0352,0.957,False
Vaccines,Autism,negative,0,0,,2013-06-17,3.604,9999,0,0,0.8,unknown,14.2,57.59,57.59,18.58,49.08,17.84,29.54,31.35,1.0,1.438,0.142,0.5759000000000001,0.1858,0.49079999999999996,0.1784,0.2954,0.3135,0.22665756681625546,0.0147,0.0069,0.0309,0.024,0.9707,False
Ranolazine,QT Prolongation,masked_signal,1,0,2006-01-15,2005-07-18,7.062,529,0,0,1.0,2005-2010,100.0,22.16,22.16,40.96,48.91,67.02,60.0,39.62,1.0,23.221,1.0,0.2216,0.4096,0.4891,0.6701999999999999,0.6,0.3962,0.8106208980726833,0.9249,0.8053,0.9734,0.1682,0.8498,False
Albuterol,Asthma Mortality,negative,0,1,,2012-08-10,3.52,9999,0,0,0.8,unknown,12.66,44.69,44.69,16.37,8.57,26.74,4.25,27.12,1.0,1.158,0.1266,0.44689999999999996,0.1637,0.0857,0.26739999999999997,0.0425,0.2712,0.1956296994541398,0.001,0.0005,0.0018,0.0013,0.9981,False
Sertraline,Violent Behavior,negative,0,1,,2011-06-26,7.536,9999,0,0,0.8,unknown,15.53,58.39,58.39,0.0,31.86,0.0,24.46,32.88,1.0,2.661,0.1553,0.5839,0.0,0.3186,0.0,0.2446,0.32880000000000004,0.33005948263247614,0.0028,0.0013,0.0057,0.0043,0.9945,False
Tetrazepam,Cutaneous Reactions,standard,1,0,2013-07-15,2013-01-15,7.664,850,0,0,1.0,2010-2015,83.72,100.0,100.0,44.24,64.56,47.0,35.0,62.98,1.0,13.293,0.8371999999999999,1.0,0.4424,0.6456000000000001,0.47,0.35,0.6297999999999999,0.676471989192473,0.9852,0.9501,0.9957,0.0456,0.9704,False
Fluoxetine,Birth Defects,negative,0,1,,2012-05-09,14.4,9999,0,0,0.8,unknown,27.22,19.05,19.05,8.33,13.92,27.46,34.18,27.27,1.0,3.91,0.2722,0.1905,0.0833,0.1392,0.2746,0.3418,0.2727,0.4047163049557338,0.0041,0.0021,0.0078,0.0057,0.9919,False
Codeine (Ped.),Respiratory Depression,silent_killer,1,0,2012-08-15,2012-02-16,2.748,759,0,0,1.0,2010-2015,86.12,30.69,30.69,25.99,45.01,42.25,70.0,37.48,1.0,13.185,0.8612000000000001,0.3069,0.25989999999999996,0.4501,0.4225,0.7,0.37479999999999997,0.6745429009330559,0.7404,0.5135,0.8851,0.3716,0.4807,True
Tetrazepam,Cutaneous Reactions,standard,1,0,2013-07-15,2013-01-15,2.532,1077,0,1,1.0,2010-2015,16.94,17.85,17.85,69.35,21.59,65.53,50.0,65.53,1.0,21.175,0.16940000000000002,0.17850000000000002,0.6934999999999999,0.2159,0.6553,0.5,0.6553,0.7881747100896738,0.9285,0.7853,0.9787,0.1934,0.8569,False
Fenfluramine,Cardiac Valvulopathy,standard,1,0,1997-09-15,1997-03-18,4.817,342,1,0,0.8,2000-2005,40.74,81.05,81.05,50.63,55.64,81.15,75.0,73.94,1.0,11.265,0.40740000000000004,0.8105,0.5063,0.5564,0.8115000000000001,0.75,0.7394,0.6375536231431375,0.9989,0.9954,0.9997,0.0044,0.9978,False
Valdecoxib,Stevens-Johnson Syndrome,standard,1,0,2005-04-15,2004-10-16,5.605,1106,0,0,1.0,2005-2010,79.81,90.87,90.87,84.83,60.31,67.76,60.0,84.65,1.0,3.76,0.7981,0.9087000000000001,0.8482999999999999,0.6031,0.6776000000000001,0.6,0.8465,0.39682524455242624,0.9999,0.9996,1.0,0.0003,0.9998,False
Dexfenfluramine,Pulmonary Hypertension,standard,1,0,1997-09-15,1997-03-18,5.49,53,1,0,1.0,2000-2005,100.0,45.89,45.89,82.38,61.42,94.57,100.0,50.06,1.0,24.591,1.0,0.45890000000000003,0.8238,0.6142,0.9457,1.0,0.5006,0.8246145760351062,0.9998,0.999,0.9999,0.001,0.9995,False
Insulin Glargine,Breast Cancer,negative,0,0,,2011-03-25,6.431,9999,0,0,0.8,unknown,29.18,30.87,30.87,6.07,7.57,31.1,0.0,40.88,1.0,3.59,0.2918,0.30870000000000003,0.060700000000000004,0.0757,0.311,0.0,0.40880000000000005,0.3875756878406053,0.0038,0.0019,0.0079,0.0061,0.9923,False
Tolvaptan,Hepatotoxicity,standard,1,0,2013-04-15,2012-10-16,5.463,448,0,0,1.0,2010-2015,97.58,62.76,62.76,100.0,100.0,62.09,50.0,55.77,1.0,3.75,0.9758,0.6275999999999999,1.0,1.0,0.6209,0.5,0.5577000000000001,0.3962903657472028,0.9994,0.9977,0.9999,0.0022,0.9989,False
Metoprolol,Cognitive Decline,negative,0,0,,2010-09-14,12.77,9999,0,0,0.8,unknown,0.0,76.53,76.53,24.0,31.37,8.63,17.17,31.89,1.0,2.914,0.0,0.7653,0.24,0.31370000000000003,0.0863,0.17170000000000002,0.3189,0.34705503153973627,0.004,0.0019,0.0086,0.0067,0.992,False
Rofecoxib,Myocardial Infarction,standard,1,0,2004-09-15,2004-03-18,3.871,1001,0,0,1.0,2000-2005,85.7,71.05,71.05,48.89,25.33,51.2,25.0,76.84,1.0,1.908,0.857,0.7105,0.4889,0.25329999999999997,0.512,0.25,0.7684000000000001,0.27149361629539914,0.9852,0.9496,0.9958,0.0462,0.9704,False
Sibutramine,Cardiovascular Events,standard,1,0,2010-01-15,2009-07-18,6.3,1096,0,0,0.8,2010-2015,96.38,76.41,76.41,86.42,54.14,80.18,30.0,70.28,1.0,22.216,0.9638,0.7641,0.8642,0.5414,0.8018000000000001,0.3,0.7028,0.7998426150863664,0.9991,0.9965,0.9998,0.0033,0.9983,False
Bromfenac,Hepatotoxicity,silent_killer,1,0,1998-06-15,1997-12-16,3.606,1146,0,0,1.0,2000-2005,100.0,14.42,14.42,31.24,65.29,26.87,60.0,58.49,1.0,23.485,1.0,0.1442,0.3124,0.6529,0.2687,0.6,0.5849,0.8133780548498978,0.9668,0.9026,0.9892,0.0865,0.9335,False
Montelukast,Neuropsychiatric Events,negative,0,0,,2013-01-12,7.518,9999,0,0,0.8,unknown,10.82,65.91,65.91,0.0,61.08,0.0,28.04,28.46,1.0,2.01,0.1082,0.6591,0.0,0.6108,0.0,0.2804,0.2846,0.2802616854596525,0.0043,0.002,0.0092,0.0072,0.9915,False
Tolvaptan,Hepatotoxicity,standard,1,0,2013-04-15,2012-10-16,6.568,594,0,0,1.0,2010-2015,100.0,86.38,86.38,73.64,37.47,38.08,50.0,61.83,1.0,19.46,1.0,0.8637999999999999,0.7364,0.3747,0.38079999999999997,0.5,0.6183,0.7677023455467961,0.9939,0.9784,0.9983,0.0199,0.9879,False
Pregabalin,Cardiac Arrhythmia,negative,0,0,,2010-11-11,5.36,9999,0,0,0.8,unknown,72.8,58.58,58.58,11.34,32.44,12.37,27.9,44.81,1.0,1.933,0.728,0.5858,0.1134,0.32439999999999997,0.12369999999999999,0.27899999999999997,0.4481,0.27367078057572597,0.1238,0.0541,0.2587,0.2045,0.7524,False
Metoprolol,Cognitive Decline,negative,0,0,,2013-01-04,14.379,9999,0,0,0.8,unknown,9.89,10.88,10.88,32.39,27.64,0.0,14.29,20.13,1.0,2.187,0.0989,0.10880000000000001,0.3239,0.2764,0.0,0.1429,0.20129999999999998,0.29479436366360007,0.0006,0.0003,0.0011,0.0007,0.9988,False
Ranolazine,QT Prolongation,masked_signal,1,0,2006-01-15,2005-07-18,4.858,1009,0,0,1.0,2005-2010,86.47,33.42,33.42,80.35,74.04,82.8,30.0,60.62,1.0,12.413,0.8647,0.3342,0.8035,0.7404000000000001,0.828,0.3,0.6062,0.6603101532051037,0.9965,0.9874,0.9991,0.0117,0.9931,False
Benfluorex,Valvular Heart Disease,silent_killer,1,0,2009-11-15,2009-05-18,6.409,528,0,1,1.0,2005-2010,95.59,22.16,22.16,53.43,100.0,29.51,60.0,56.25,1.0,6.654,0.9559000000000001,0.2216,0.5343,1.0,0.29510000000000003,0.6,0.5625,0.5176293602809948,0.9925,0.971,0.9981,0.027,0.9849,False
Levothyroxine,Osteoporosis,negative,0,1,,2010-05-23,14.261,9999,0,0,0.8,unknown,11.88,31.76,31.76,22.32,19.43,27.17,6.26,33.62,1.0,2.126,0.1188,0.3176,0.2232,0.1943,0.2717,0.0626,0.3362,0.2898791397342714,0.003,0.0015,0.006,0.0045,0.9939,False
Sildenafil,Hearing Loss Chronic,negative,0,0,,2010-03-28,3.107,9999,0,0,0.8,unknown,0.0,46.72,46.72,0.0,56.02,10.98,0.0,37.96,1.0,0.925,0.0,0.4672,0.0,0.5602,0.10980000000000001,0.0,0.3796,0.16657045070586088,0.0023,0.0011,0.005,0.0039,0.9953,False
Temafloxacin,Hemolytic Anemia,silent_killer,1,0,1992-06-15,1991-12-17,7.471,608,0,0,0.6,2000-2005,96.98,61.61,61.61,39.82,67.35,60.85,80.0,51.88,1.0,17.828,0.9698,0.6161,0.3982,0.6735,0.6085,0.8,0.5188,0.7465603507714614,0.9955,0.9846,0.9987,0.0141,0.991,False
Lithium,Thyroid Cancer,negative,0,0,,2011-09-15,13.244,9999,0,0,0.8,unknown,50.64,70.3,70.3,25.27,3.01,34.35,38.04,45.08,1.0,3.32,0.5064,0.703,0.2527,0.0301,0.3435,0.3804,0.4508,0.3721567381008559,0.163,0.0728,0.3255,0.2527,0.6741,False
Rosuvastatin,Parkinson Disease,negative,0,0,,2012-06-05,10.082,9999,0,0,0.8,unknown,7.16,29.66,29.66,11.91,58.29,1.14,40.95,35.71,1.0,3.731,0.0716,0.2966,0.1191,0.5829,0.011399999999999999,0.40950000000000003,0.35710000000000003,0.3952709865142631,0.0147,0.0069,0.0311,0.0242,0.9705,False
Dabigatran,Gastrointestinal Bleeding,standard,1,0,2012-05-15,2011-11-16,6.634,851,1,0,0.8,2010-2015,67.77,33.28,33.28,100.0,82.66,51.6,30.0,80.94,1.0,15.134,0.6777,0.3328,1.0,0.8266,0.516,0.3,0.8094,0.7072869212127046,0.9993,0.9969,0.9998,0.0029,0.9986,False
Interferon-beta,Thrombotic Microangiopathy,silent_killer,1,0,2014-04-15,2013-10-16,6.482,44,0,0,0.8,2010-2015,87.3,25.79,25.79,71.62,72.77,63.37,100.0,56.92,1.0,22.718,0.873,0.2579,0.7162000000000001,0.7277,0.6336999999999999,1.0,0.5692,0.8052834864268253,0.9995,0.998,0.9999,0.0019,0.9989,False
Nimesulide,Hepatotoxicity,silent_killer,1,0,2002-03-15,2001-09-15,2.48,137,0,1,1.0,2000-2005,100.0,29.75,29.75,70.87,81.04,72.73,100.0,55.9,1.0,6.175,1.0,0.2975,0.7087,0.8104,0.7273000000000001,1.0,0.5589999999999999,0.5011928161931922,0.9998,0.9989,0.9999,0.001,0.9995,False
Gatifloxacin,Dysglycemia,standard,1,0,2006-02-15,2005-08-18,0.535,1083,0,0,1.0,2005-2010,82.74,71.5,71.5,77.58,80.04,66.67,50.0,65.29,0.2347096693771743,8.468,0.8273999999999999,0.715,0.7757999999999999,0.8004000000000001,0.6667000000000001,0.5,0.6529,0.5717236473923123,0.9991,0.9961,0.9998,0.0036,0.9981,False
Paracetamol,Autism Spectrum Disorder,negative,0,0,,2013-04-30,13.833,9999,0,0,0.8,unknown,39.12,94.1,94.1,46.14,50.58,27.24,54.22,33.78,1.0,2.886,0.3912,0.941,0.46140000000000003,0.5058,0.2724,0.5422,0.3378,0.34522903041728537,0.4044,0.2033,0.6438,0.4405,0.1911,True
Thalidomide,Phocomelia,standard,1,0,1990-11-15,1990-05-18,0.923,373,0,0,0.8,2000-2005,100.0,97.0,97.0,98.0,99.0,97.0,100.0,90.0,0.36966257012219716,15.879,1.0,0.97,0.98,0.99,0.97,1.0,0.9,0.7187679489613156,1.0,1.0,1.0,0.0,1.0,False
Troglitazone,Hepatotoxicity,standard,1,0,2000-03-15,1999-09-16,6.635,739,0,0,0.6,2000-2005,34.22,86.88,86.88,60.59,29.63,67.12,35.0,72.56,1.0,16.407,0.3422,0.8687999999999999,0.6059,0.2963,0.6712,0.35,0.7256,0.7266020141872547,0.9794,0.9324,0.994,0.0616,0.9589,False
Metformin,Pancreatitis,negative,0,0,,2011-07-27,10.704,9999,0,0,0.8,unknown,6.58,42.88,42.88,8.65,14.4,2.57,32.95,26.19,1.0,1.494,0.0658,0.4288,0.08650000000000001,0.14400000000000002,0.025699999999999997,0.3295,0.2619,0.23243346288086034,0.0012,0.0006,0.0022,0.0016,0.9977,False
Rapacuronium,Bronchospasm,standard,1,1,2001-03-15,2000-09-15,1.728,443,0,0,0.6,2000-2005,88.74,81.17,81.17,67.12,53.4,98.89,60.0,64.38,0.5785271852240823,4.596,0.8874,0.8117,0.6712,0.534,0.9889,0.6,0.6437999999999999,0.43797772781954236,0.9995,0.9976,0.9999,0.0022,0.9989,False
Levothyroxine,Osteoporosis,negative,0,1,,2013-11-12,12.293,9999,0,0,0.8,unknown,10.73,0.0,0.0,26.61,33.01,40.76,10.06,26.13,1.0,1.82,0.1073,0.0,0.2661,0.3301,0.40759999999999996,0.10060000000000001,0.2613,0.26367824562750936,0.0028,0.0014,0.0054,0.004,0.9944,False
Pergolide,Cardiac Valvulopathy,standard,1,0,2007-01-15,2006-07-18,4.78,966,0,0,0.8,2005-2010,7.05,68.8,68.8,51.38,17.54,49.73,30.0,58.68,1.0,8.779,0.0705,0.688,0.5138,0.1754,0.49729999999999996,0.3,0.5868,0.5799436298374663,0.4856,0.2538,0.7237,0.4698,0.0289,True
Cisapride,QT Prolongation,standard,1,1,2000-03-15,1999-09-16,5.027,768,0,0,1.0,2000-2005,39.32,55.74,55.74,100.0,35.12,38.52,30.0,69.89,1.0,16.329,0.3932,0.5574,1.0,0.35119999999999996,0.38520000000000004,0.3,0.6989,0.725459790209903,0.9778,0.9277,0.9934,0.0657,0.9556,False
Albuterol,Asthma Mortality,negative,0,0,,2011-08-25,5.925,9999,0,0,0.8,unknown,0.0,61.29,61.29,32.63,34.59,0.0,0.0,34.74,1.0,1.153,0.0,0.6129,0.32630000000000003,0.34590000000000004,0.0,0.0,0.34740000000000004,0.19503973217929155,0.0024,0.0011,0.005,0.0039,0.9953,False
Aripiprazole,Weight Gain Mild,negative,0,0,,2013-06-17,5.995,9999,0,0,0.8,unknown,44.57,82.27,82.27,0.0,15.58,9.78,78.45,36.01,1.0,0.557,0.4457,0.8227,0.0,0.1558,0.0978,0.7845,0.3601,0.11260949345433621,0.1119,0.0475,0.2412,0.1937,0.7763,False
Levothyroxine,Osteoporosis,negative,0,0,,2012-12-24,3.905,9999,0,0,0.8,unknown,31.95,23.34,23.34,25.16,72.28,43.99,30.12,30.64,1.0,2.271,0.3195,0.2334,0.2516,0.7228,0.4399,0.3012,0.3064,0.30141106428850073,0.0795,0.0364,0.165,0.1287,0.841,False
Levetiracetam,Suicidal Ideation,media_panic,1,0,2008-03-15,2007-09-16,4.841,756,0,0,1.0,2005-2010,22.54,93.85,93.85,14.63,38.8,17.42,25.0,43.41,1.0,13.633,0.2254,0.9384999999999999,0.1463,0.38799999999999996,0.17420000000000002,0.25,0.4341,0.682451233283982,0.0525,0.0219,0.1202,0.0983,0.8951,False
Albuterol,Asthma Mortality,negative,0,1,,2012-11-06,9.968,9999,0,0,0.8,unknown,14.59,95.87,95.87,9.33,0.0,0.0,38.27,40.37,1.0,0.908,0.1459,0.9587,0.0933,0.0,0.0,0.38270000000000004,0.40369999999999995,0.16431440083431392,0.01,0.0042,0.0233,0.0191,0.9801,False
Rapacuronium,Bronchospasm,standard,1,0,2001-03-15,2000-09-15,7.449,1104,0,0,0.8,2000-2005,100.0,28.21,28.21,82.92,5.63,94.76,30.0,79.22,1.0,17.591,1.0,0.2821,0.8292,0.056299999999999996,0.9476,0.3,0.7922,0.743338557112713,0.9986,0.9944,0.9997,0.0053,0.9973,False
Lithium,Thyroid Cancer,negative,0,0,,2013-03-17,8.198,9999,0,0,0.8,unknown,36.88,29.77,29.77,15.77,0.0,13.98,4.21,35.28,1.0,3.367,0.3688,0.2977,0.1577,0.0,0.1398,0.0421,0.3528,0.37490886224322467,0.0021,0.0011,0.0042,0.0031,0.9958,False
Aripiprazole,Weight Gain Mild,negative,0,0,,2013-07-26,4.028,9999,0,0,0.8,unknown,0.0,78.38,78.38,22.1,43.56,4.39,61.46,28.91,1.0,3.668,0.0,0.7837999999999999,0.221,0.43560000000000004,0.043899999999999995,0.6146,0.2891,0.3918614044328185,0.026,0.0114,0.0583,0.047,0.948,False
Atorvastatin,Pancreatic Cancer,negative,0,0,,2010-12-13,12.996,9999,0,0,0.8,unknown,19.78,78.72,78.72,0.0,53.6,0.0,0.0,44.52,1.0,2.399,0.1978,0.7872,0.0,0.536,0.0,0.0,0.44520000000000004,0.31117383755043077,0.0081,0.0034,0.019,0.0156,0.9838,False
Aspirin,Renal Cell Carcinoma,negative,0,0,,2012-08-11,12.71,9999,0,0,0.8,unknown,54.5,38.5,38.5,21.32,14.9,0.0,0.0,40.11,1.0,0.769,0.545,0.385,0.2132,0.149,0.0,0.0,0.4011,0.1450762237343708,0.0065,0.003,0.0138,0.0108,0.9871,False
Codeine (Ped.),Respiratory Depression,silent_killer,1,0,2012-08-15,2012-02-16,2.538,341,0,0,1.0,2010-2015,76.69,39.11,39.11,40.24,100.0,47.19,75.0,68.49,1.0,19.922,0.7669,0.3911,0.40240000000000004,1.0,0.4719,0.75,0.6849,0.7733815079725765,0.9987,0.9951,0.9996,0.0045,0.9973,False
Sibutramine,Cardiovascular Events,standard,1,0,2010-01-15,2009-07-18,7.02,913,0,0,0.8,2010-2015,84.61,50.99,50.99,50.66,51.89,100.0,60.0,61.14,1.0,9.571,0.8461,0.5099,0.5065999999999999,0.5189,1.0,0.6,0.6114,0.5997505034709818,0.9979,0.9922,0.9994,0.0073,0.9957,False
Tetrazepam,Cutaneous Reactions,standard,1,1,2013-07-15,2013-01-15,5.865,48,1,1,0.6,2010-2015,70.92,41.15,41.15,43.99,20.35,90.24,100.0,89.13,1.0,11.239,0.7092,0.4115,0.4399,0.20350000000000001,0.9024,1.0,0.8913,0.637013898468526,0.9999,0.9994,1.0,0.0005,0.9998,False
Bupropion,Seizures Standard Dose,negative,0,0,,2012-12-23,14.093,9999,0,0,0.8,unknown,0.0,75.1,75.1,0.44,27.13,4.67,0.0,34.46,1.0,3.707,0.0,0.7509999999999999,0.0044,0.2713,0.0467,0.0,0.3446,0.39397748199369725,0.0008,0.0004,0.0017,0.0014,0.9983,False
Paracetamol,Autism Spectrum Disorder,negative,0,1,,2010-10-28,13.939,9999,0,0,0.8,unknown,49.25,100.0,100.0,17.45,27.82,57.56,0.0,43.67,1.0,1.597,0.4925,1.0,0.1745,0.2782,0.5756,0.0,0.43670000000000003,0.24272615874355197,0.1041,0.0413,0.2389,0.1977,0.7917,False
Valdecoxib,Stevens-Johnson Syndrome,standard,1,0,2005-04-15,2004-10-16,0.953,537,0,0,1.0,2005-2010,51.82,57.99,57.99,92.9,53.99,76.13,60.0,93.93,0.37904707184866815,6.948,0.5182,0.5799,0.929,0.5399,0.7613,0.6,0.9393,0.527215730890198,0.9999,0.9997,1.0,0.0003,0.9999,False
Fluoxetine,Birth Defects,negative,0,0,,2010-09-14,8.488,9999,0,0,0.8,unknown,21.54,32.15,32.15,39.78,32.27,0.0,23.08,42.93,1.0,0.635,0.21539999999999998,0.3215,0.3978,0.32270000000000004,0.0,0.23079999999999998,0.4293,0.1250418635702728,0.027,0.0125,0.0575,0.045,0.946,False
Venlafaxine,Suicidality Adults Low-risk,negative,0,1,,2013-05-27,8.562,9999,0,0,0.8,unknown,24.52,22.43,22.43,0.0,36.14,19.91,45.38,44.23,1.0,0.802,0.2452,0.2243,0.0,0.3614,0.1991,0.45380000000000004,0.44229999999999997,0.14977702833126522,0.0438,0.0203,0.0922,0.072,0.9123,False
Bupropion,Seizures Standard Dose,negative,0,0,,2012-01-08,4.6,9999,0,0,0.8,unknown,41.13,33.99,33.99,12.75,0.0,0.0,3.99,33.85,1.0,0.659,0.4113,0.33990000000000004,0.1275,0.0,0.0,0.039900000000000005,0.3385,0.12874808256884876,0.0013,0.0006,0.0025,0.0018,0.9975,False
Adalimumab,Demyelinating Disease,silent_killer,1,0,2008-02-15,2007-08-18,6.057,414,0,0,0.8,2005-2010,88.97,44.14,44.14,30.3,65.15,43.04,50.0,45.63,1.0,15.396,0.8896999999999999,0.4414,0.303,0.6515000000000001,0.4304,0.5,0.45630000000000004,0.7113838872615645,0.8769,0.7119,0.9536,0.2417,0.7538,False
Ibuprofen,Myocardial Infarction Chronic,negative,0,0,,2012-03-13,7.755,9999,0,0,0.8,unknown,0.0,38.56,38.56,30.49,0.0,48.08,54.53,39.56,1.0,2.202,0.0,0.3856,0.3049,0.0,0.4808,0.5453,0.3956,0.2959886127422577,0.0578,0.026,0.1234,0.0974,0.8845,False
Cisapride,QT Prolongation,standard,1,0,2000-03-15,1999-09-16,4.612,398,0,0,0.6,2000-2005,47.41,67.51,67.51,82.01,73.5,64.53,50.0,64.93,1.0,19.865,0.47409999999999997,0.6751,0.8201,0.735,0.6453,0.5,0.6493000000000001,0.7726876514456372,0.9969,0.9888,0.9991,0.0103,0.9938,False
Bevacizumab,Arterial Thromboembolism,standard,1,0,2011-05-15,2010-11-15,0.743,932,1,1,0.6,2010-2015,99.88,71.18,71.18,82.18,60.79,27.84,30.0,66.84,0.31030099417087176,17.643,0.9987999999999999,0.7118000000000001,0.8218000000000001,0.6079,0.2784,0.3,0.6684,0.7440489517553435,0.9943,0.9729,0.9988,0.0259,0.9887,False
Amlodipine,Cancer,negative,0,1,,2010-05-23,3.774,9999,0,0,0.8,unknown,0.0,85.77,85.77,36.83,28.59,21.14,20.23,34.84,1.0,2.923,0.0,0.8576999999999999,0.36829999999999996,0.2859,0.2114,0.2023,0.34840000000000004,0.3476391872139898,0.0148,0.0065,0.0333,0.0269,0.9705,False
